Year,Area harvested,Production,Yield
1979,13325,6900,0.5178
1979,190,100,0.5263
1979,100,7,0.07
1979,19000,7800,0.4105
1979,307175,173890,0.5661
1979,150,100,0.6667
1979,7000,3000,0.4286
1979,957739,209557,0.2188
1979,7988,5189,0.6496
1979,130000,39000,0.3
1979,46150,19342,0.4191
1979,200,90,0.45
1979,100,83,0.83
1979,63594,21267,0.3344
1979,1813,1665,0.9184
1979,2200,1100,0.5
1979,80000,40600,0.5075
1979,26250,10200,0.3886
1979,25560,14223,0.5565
1979,36480,21700,0.5948
1979,7200,1600,0.2222
1979,45000,26000,0.5778
1979,60000,16000,0.2667
1979,65000,17814,0.2741
1979,58008,42296,0.7291
1979,16650,4780,0.2871
1979,16200,9300,0.5741
1980,47600,25800,0.542
1980,7000,2000,0.2857
1980,90000,48000,0.5333
1980,2500,1000,0.4
1980,5000,3000,0.6
1980,38469,8721,0.2267
1980,3360,1000,0.2976
1980,27000,5000,0.1852
1980,38684,11316,0.2925
1980,32000,8200,0.2563
1980,776763,259969,0.3347
1980,775000,259000,0.3342
1980,1763,969,0.5496
1980,24200,12900,0.5331
1980,520,230,0.4423
1980,150,80,0.5333
1980,5800,3000,0.5172
1980,107,51,0.4766
1980,10200,4600,0.451
1980,950,532,0.56
1980,16227,15918,0.981
1980,13077,11204,0.8568
1980,4700,1972,0.4196
1980,13990,11750,0.8399
1980,2000,400,0.2
1980,13500,4000,0.2963
1980,3700,3700,1
1980,2471900,445800,0.1803
1980,8000,5000,0.625
1980,9125,4400,0.4822
1980,410,250,0.6098
1980,72,20,0.2778
1980,20000,8000,0.4
1980,263999,136636,0.5176
1980,150,100,0.6667
1980,7000,3000,0.4286
1980,630724,109941,0.1743
1980,20283,8833,0.4355
1980,135000,41000,0.3037
1980,44078,18267,0.4144
1980,200,100,0.5
1980,93,65,0.6989
1980,48685,7075,0.1453
1980,1704,1139,0.6684
1980,2200,1100,0.5
1980,83000,38400,0.4627
1980,30201,12947,0.4287
1980,46445,24778,0.5335
1980,39200,27100,0.6913
1980,7300,1650,0.226
1980,45000,26000,0.5778
1980,65000,20000,0.3077
1980,55000,15000,0.2727
1980,90149,57145,0.6339
1980,21950,8010,0.3649
1980,14000,8800,0.6286
1981,48000,26400,0.55
1981,7000,2000,0.2857
1981,100000,55000,0.55
1981,5000,2500,0.5
1981,5000,3000,0.6
1981,22420,6013,0.2682
1981,6440,3000,0.4658
1981,27000,5000,0.1852
1981,38155,11055,0.2897
1981,32000,11200,0.35
1981,818926,511088,0.6241
1981,817000,510000,0.6242
1981,1926,1088,0.5649
1981,19400,11600,0.5979
1981,530,240,0.4528
1981,150,80,0.5333
1981,6000,3200,0.5333
1981,100,30,0.3
1981,10500,4700,0.4476
1981,320,176,0.55
1981,16895,16567,0.9806
1981,13100,11200,0.855
1981,2700,1572,0.5822
1981,25770,21900,0.8498
1981,2000,400,0.2
1981,14000,4200,0.3
1981,3400,3400,1
1981,2593200,590200,0.2276
1981,11000,6500,0.5909
1981,10375,5900,0.5687
1981,380,100,0.2632
1981,152,51,0.3355
1981,20200,8000,0.396
1981,143483,67374,0.4696
1981,130,80,0.6154
1981,7000,3000,0.4286
1981,712995,157158,0.2204
1981,14955,6860,0.4587
1981,140000,42000,0.3
1981,42763,16597,0.3881
1981,220,110,0.5
1981,81,61,0.7531
1981,37513,13878,0.37
1981,1767,1144,0.6474
1981,2400,1300,0.5417
1981,90000,53000,0.5889
1981,26080,10330,0.3961
1981,36847,18277,0.496
1981,41184,28500,0.692
1981,7300,1700,0.2329
1981,40000,25000,0.625
1981,70000,25000,0.3571
1981,65000,20000,0.3077
1981,75202,48084,0.6394
1981,29200,11860,0.4062
1981,14905,8201,0.5502
1982,49200,27000,0.5488
1982,7000,2000,0.2857
1982,100000,58000,0.58
1982,11496,4291,0.3733
1982,5000,3000,0.6
1982,23047,8017,0.3479
1982,8440,3000,0.3555
1982,27000,5000,0.1852
1982,35720,10900,0.3052
1982,35500,11900,0.3352
1982,966045,342661,0.3547
1982,964600,342000,0.3546
1982,1445,661,0.4574
1982,12300,7200,0.5854
1982,530,245,0.4623
1982,150,80,0.5333
1982,6000,3200,0.5333
1982,107,30,0.2804
1982,10800,4800,0.4444
1982,300,136,0.4533
1982,19593,20343,1.0383
1982,8000,7000,0.875
1982,1940,896,0.4619
1982,15845,13150,0.8299
1982,2000,400,0.2
1982,14000,4200,0.3
1982,4100,4400,1.0732
1982,2216700,551700,0.2489
1982,14000,8500,0.6071
1982,9825,5600,0.57
1982,480,100,0.2083
1982,157,57,0.3631
1982,4982,1209,0.2427
1982,91043,36768,0.4039
1982,130,80,0.6154
1982,7000,3000,0.4286
1982,772620,179791,0.2327
1982,9767,5106,0.5228
1982,145000,44000,0.3034
1982,28540,10823,0.3792
1982,240,120,0.5
1982,68,54,0.7941
1982,62256,20578,0.3305
1982,2095,926,0.442
1982,2600,900,0.3462
1982,90000,57100,0.6344
1982,31625,13225,0.4182
1982,26748,16362,0.6117
1982,34176,22400,0.6554
1982,7500,1800,0.24
1982,44250,27000,0.6102
1982,80000,35000,0.4375
1982,75000,21000,0.28
1982,93203,53150,0.5703
1982,28200,10540,0.3738
1982,15106,8301,0.5495
1983,48000,27000,0.5625
1983,7000,2000,0.2857
1983,102298,56643,0.5537
1983,6846,2994,0.4373
1983,5000,3000,0.6
1983,19984,5675,0.284
1983,10900,4000,0.367
1983,27000,5000,0.1852
1983,31000,8000,0.2581
1983,39200,13000,0.3316
1983,789164,348900,0.4421
1983,788500,348650,0.4422
1983,664,250,0.3765
1983,9000,4900,0.5444
1983,530,250,0.4717
1983,150,80,0.5333
1983,6000,3200,0.5333
1983,67,20,0.2985
1983,11200,5000,0.4464
1983,50,26,0.52
1983,10900,11000,1.0092
1983,4032,3709,0.9199
1983,1700,791,0.4653
1983,17640,14800,0.839
1983,2000,400,0.2
1983,14500,4300,0.2966
1983,4020,3289,0.8182
1983,2203600,558800,0.2536
1983,17000,10500,0.6176
1983,10775,6200,0.5754
1983,350,100,0.2857
1983,90,47,0.5222
1983,20000,6000,0.3
1983,165529,86769,0.5242
1983,130,80,0.6154
1983,7000,3000,0.4286
1983,935562,198095,0.2117
1983,15400,11500,0.7468
1983,100000,30000,0.3
1983,22362,8802,0.3936
1983,240,110,0.4583
1983,37,26,0.7027
1983,74678,37135,0.4973
1983,3592,2289,0.6372
1983,2800,1000,0.3571
1983,98400,35600,0.3618
1983,24800,15000,0.6048
1983,33600,15000,0.4464
1983,31168,16300,0.523
1983,7600,1850,0.2434
1983,60000,38000,0.6333
1983,95000,42000,0.4421
1983,76000,22000,0.2895
1983,108297,57201,0.5282
1983,34900,10760,0.3083
1983,15106,7250,0.4799
1984,48000,27000,0.5625
1984,7000,2000,0.2857
1984,85566,46251,0.5405
1984,5944,3322,0.5589
1984,5000,3000,0.6
1984,20022,5844,0.2919
1984,9000,4000,0.4444
1984,27000,5000,0.1852
1984,32000,9000,0.2813
1984,34467,8902,0.2583
1984,858668,476341,0.5547
1984,858000,476000,0.5548
1984,668,341,0.5105
1984,8360,4932,0.59
1984,530,250,0.4717
1984,150,80,0.5333
1984,6000,3200,0.5333
1984,40,15,0.375
1984,11500,5200,0.4522
1984,60,25,0.4167
1984,10920,11000,1.0073
1984,13000,12000,0.9231
1984,1100,579,0.5264
1984,30310,25505,0.8415
1984,2000,400,0.2
1984,14500,4300,0.2966
1984,3500,3000,0.8571
1984,2117400,520700,0.2459
1984,20000,12500,0.625
1984,15400,5900,0.3831
1984,200,100,0.5
1984,152,47,0.3092
1984,18000,6200,0.3444
1984,132760,62909,0.4739
1984,130,80,0.6154
1984,7000,3000,0.4286
1984,769632,206760,0.2686
1984,15400,7691,0.4994
1984,103300,31000,0.3001
1984,34161,13544,0.3965
1984,260,130,0.5
1984,26,17,0.6538
1984,72772,41708,0.5731
1984,4064,4196,1.0325
1984,3000,2100,0.7
1984,92000,39700,0.4315
1984,14400,7700,0.5347
1984,24200,6400,0.2645
1984,36800,22100,0.6005
1984,7700,1900,0.2468
1984,89798,45000,0.5011
1984,86000,39000,0.4535
1984,79000,23000,0.2911
1984,73907,38225,0.5172
1984,40000,16610,0.4153
1984,15005,6330,0.4219
1985,48000,27000,0.5625
1985,7000,2000,0.2857
1985,92001,53716,0.5839
1985,7551,3289,0.4356
1985,5000,3000,0.6
1985,24000,6946,0.2894
1985,11000,6000,0.5455
1985,27000,5000,0.1852
1985,35719,11066,0.3098
1985,36706,11528,0.3141
1985,1052820,691864,0.6572
1985,1052000,691435,0.6573
1985,820,429,0.5232
1985,27450,15622,0.5691
1985,530,250,0.4717
1985,150,80,0.5333
1985,6000,3200,0.5333
1985,27,13,0.4815
1985,11700,5300,0.453
1985,70,26,0.3714
1985,9240,9000,0.974
1985,16000,15000,0.9375
1985,950,940,0.9895
1985,30450,27120,0.8906
1985,2000,400,0.2
1985,15000,4400,0.2933
1985,3300,2900,0.8788
1985,2217400,501000,0.2259
1985,23000,14500,0.6304
1985,17500,8500,0.4857
1985,125,100,0.8
1985,167,121,0.7246
1985,19500,7000,0.359
1985,142031,74607,0.5253
1985,250,150,0.6
1985,7000,3000,0.4286
1985,1005652,252814,0.2514
1985,8197,3162,0.3858
1985,116700,35000,0.2999
1985,37540,14924,0.3975
1985,260,130,0.5
1985,30,20,0.6667
1985,73355,40811,0.5563
1985,3338,2753,0.8247
1985,3100,1700,0.5484
1985,109200,56700,0.5192
1985,14830,8700,0.5866
1985,42447,11995,0.2826
1985,43600,25400,0.5826
1985,7700,1900,0.2468
1985,87473,45000,0.5144
1985,76000,33000,0.4342
1985,80000,24000,0.3
1985,93198,45176,0.4847
1985,34600,13420,0.3879
1985,13000,7000,0.5385
1986,48000,27000,0.5625
1986,7000,2000,0.2857
1986,84551,49059,0.5802
1986,9842,4178,0.4245
1986,5000,3000,0.6
1986,31971,11626,0.3636
1986,14000,7000,0.5
1986,26000,4000,0.1538
1986,32768,15684,0.4786
1986,40040,11148,0.2784
1986,1007795,618386,0.6136
1986,1007000,618000,0.6137
1986,795,386,0.4855
1986,29350,17854,0.6083
1986,530,255,0.4811
1986,150,80,0.5333
1986,6000,3000,0.5
1986,27,10,0.3704
1986,20800,9370,0.4505
1986,623,283,0.4543
1986,9250,10000,1.0811
1986,20980,8187,0.3902
1986,1000,571,0.571
1986,31500,28050,0.8905
1986,2000,400,0.2
1986,15000,4400,0.2933
1986,3000,2400,0.8
1986,2163800,447700,0.2069
1986,26000,16500,0.6346
1986,15400,8800,0.5714
1986,115,100,0.8696
1986,70,20,0.2857
1986,19800,7200,0.3636
1986,111891,62921,0.5623
1986,500,300,0.6
1986,7000,3000,0.4286
1986,1001106,248226,0.248
1986,7538,3975,0.5273
1986,104700,35000,0.3343
1986,33228,12457,0.3749
1986,270,135,0.5
1986,40,25,0.625
1986,88423,48247,0.5456
1986,2647,2043,0.7718
1986,3300,1800,0.5455
1986,81000,44500,0.5494
1986,14328,8398,0.5861
1986,27300,12100,0.4432
1986,50896,31800,0.6248
1986,7800,2000,0.2564
1986,99980,45000,0.4501
1986,80444,34614,0.4303
1986,81000,25000,0.3086
1986,111190,57727,0.5192
1986,36600,13400,0.3661
1986,12352,5061,0.4097
1987,46000,26400,0.5739
1987,7000,2000,0.2857
1987,81987,49027,0.598
1987,3950,1463,0.3704
1987,5000,3000,0.6
1987,39554,12778,0.3231
1987,16000,8000,0.5
1987,26000,4000,0.1538
1987,39319,16377,0.4165
1987,35881,9913,0.2763
1987,869977,526557,0.6053
1987,869000,526000,0.6053
1987,977,557,0.5701
1987,19080,10890,0.5708
1987,530,260,0.4906
1987,150,80,0.5333
1987,6000,3000,0.5
1987,33,15,0.4545
1987,23300,10500,0.4506
1987,200,91,0.455
1987,12180,14000,1.1494
1987,16870,7967,0.4723
1987,968,519,0.5362
1987,30170,20730,0.6871
1987,2000,400,0.2
1987,15000,4400,0.2933
1987,2500,1800,0.72
1987,2153300,583100,0.2708
1987,28359,18582,0.6552
1987,16875,9100,0.5393
1987,105,100,0.9524
1987,86,24,0.2791
1987,20000,7500,0.375
1987,96959,52891,0.5455
1987,800,500,0.625
1987,7000,3000,0.4286
1987,798132,198843,0.2491
1987,7560,3119,0.4126
1987,85500,34000,0.3977
1987,18028,7183,0.3984
1987,360,183,0.5083
1987,40,25,0.625
1987,94289,43304,0.4593
1987,4201,5249,1.2495
1987,3700,2000,0.5405
1987,104700,45300,0.4327
1987,12576,6159,0.4897
1987,33523,12300,0.3669
1987,45312,27300,0.6025
1987,7900,2100,0.2658
1987,107975,43000,0.3982
1987,74000,33000,0.4459
1987,81000,26000,0.321
1987,144260,62106,0.4305
1987,27510,9680,0.3519
1987,15740,4958,0.315
1988,44000,25800,0.5864
1988,7000,2000,0.2857
1988,81487,45239,0.5552
1988,6969,3849,0.5523
1988,7000,4000,0.5714
1988,18437,7873,0.427
1988,11000,4000,0.3636
1988,26000,4000,0.1538
1988,31696,17984,0.5674
1988,36651,10734,0.2929
1988,703794,404458,0.5747
1988,703000,404000,0.5747
1988,794,458,0.5768
1988,12350,7480,0.6057
1988,530,265,0.5
1988,150,80,0.5333
1988,6000,3000,0.5
1988,20,10,0.5
1988,24100,13200,0.5477
1988,4,3,0.75
1988,12180,14000,1.1494
1988,13357,9291,0.6956
1988,814,705,0.8661
1988,35420,25800,0.7284
1988,2000,400,0.2
1988,14500,4200,0.2897
1988,2000,1400,0.7
1988,2447900,681800,0.2785
1988,28912,18987,0.6567
1988,17600,11000,0.625
1988,50,50,1
1988,384,128,0.3333
1988,20200,7800,0.3861
1988,81734,34971,0.4279
1988,1400,700,0.5
1988,7000,3000,0.4286
1988,628500,169957,0.2704
1988,7280,2612,0.3588
1988,90000,36000,0.4
1988,24884,10080,0.4051
1988,380,191,0.5026
1988,50,40,0.8
1988,78364,52353,0.6681
1988,3331,3896,1.1696
1988,3800,2000,0.5263
1988,109500,46000,0.4201
1988,12560,6700,0.5334
1988,25200,11300,0.4484
1988,50200,27296,0.5437
1988,7900,2100,0.2658
1988,94000,45000,0.4787
1988,81000,36000,0.4444
1988,82000,27000,0.3293
1988,148765,68296,0.4591
1988,28700,10740,0.3742
1988,15555,5873,0.3776
1989,42000,25200,0.6
1989,7000,2000,0.2857
1989,86386,49290,0.5706
1989,5942,2952,0.4968
1989,20000,12000,0.6
1989,14181,2864,0.202
1989,12000,6000,0.5
1989,26000,4000,0.1538
1989,31444,17180,0.5464
1989,37000,10800,0.2919
1989,723209,337964,0.4673
1989,722667,337634,0.4672
1989,542,330,0.6089
1989,14255,8920,0.6257
1989,530,270,0.5094
1989,150,80,0.5333
1989,6000,3000,0.5
1989,13,5,0.3846
1989,24000,13200,0.55
1989,100,55,0.55
1989,10500,12000,1.1429
1989,15050,9766,0.6489
1989,572,311,0.5437
1989,21140,16950,0.8018
1989,2000,400,0.2
1989,14500,4200,0.2897
1989,1862,1267,0.6805
1989,2386500,745100,0.3122
1989,22951,18766,0.8177
1989,21050,13900,0.6603
1989,40,50,1.25
1989,160,23,0.1438
1989,20400,8000,0.3922
1989,79032,45983,0.5818
1989,1800,1110,0.6167
1989,7000,3000,0.4286
1989,644095,144839,0.2249
1989,9660,3312,0.3429
1989,100000,40000,0.4
1989,37748,15208,0.4029
1989,370,190,0.5135
1989,50,40,0.8
1989,64896,39728,0.6122
1989,3531,3708,1.0501
1989,4200,2200,0.5238
1989,110000,50040,0.4549
1989,8350,4600,0.5509
1989,13600,7100,0.5221
1989,52961,27474,0.5188
1989,7900,2100,0.2658
1989,97600,37000,0.3791
1989,92000,45800,0.4978
1989,83000,28000,0.3373
1989,137621,68535,0.498
1989,44000,24000,0.5455
1989,21943,8136,0.3708
1990,40000,24600,0.615
1990,7389,2080,0.2815
1990,83088,48610,0.585
1990,7913,4491,0.5675
1990,20000,12000,0.6
1990,19600,7500,0.3827
1990,10000,5000,0.5
1990,26305,4214,0.1602
1990,21557,21034,0.9757
1990,35825,11652,0.3252
1990,669388,469474,0.7013
1990,668933,469258,0.7015
1990,455,216,0.4747
1990,12450,8230,0.661
1990,567,274,0.4832
1990,122,107,0.877
1990,5746,3000,0.5221
1990,10,3,0.3
1990,20000,10000,0.5
1990,90,80,0.8889
1990,17640,22000,1.2472
1990,22378,12500,0.5586
1990,378,199,0.5265
1990,30940,24370,0.7877
1990,2333,506,0.2169
1990,14000,4000,0.2857
1990,1879,1250,0.6652
1990,2515500,835300,0.3321
1990,28000,18000,0.6429
1990,23000,13900,0.6043
1990,33,50,1.5152
1990,157,102,0.6497
1990,21500,8500,0.3953
1990,110432,59864,0.5421
1990,2000,1170,0.585
1990,5000,3000,0.6
1990,924546,206832,0.2237
1990,27090,10414,0.3844
1990,110000,44000,0.4
1990,52863,21455,0.4059
1990,400,200,0.5
1990,40,29,0.725
1990,58347,38069,0.6525
1990,3743,1574,0.4205
1990,4800,2400,0.5
1990,100000,45000,0.45
1990,8730,4500,0.5155
1990,16700,8200,0.491
1990,58400,29200,0.5
1990,8000,2580,0.3225
1990,84819,39000,0.4598
1990,124000,61830,0.4986
1990,84000,29000,0.3452
1990,98177,50561,0.515
1990,40000,19000,0.475
1990,18578,9432,0.5077
1991,36000,24000,0.6667
1991,6242,1630,0.2612
1991,80561,45220,0.5613
1991,10027,5398,0.5383
1991,20000,12000,0.6
1991,17100,5800,0.3392
1991,16000,8000,0.5
1991,20507,3524,0.1718
1991,28461,23558,0.8277
1991,47460,13270,0.2796
1991,679872,436190,0.6416
1991,679533,436000,0.6416
1991,339,190,0.5605
1991,8430,5602,0.6645
1991,601,290,0.4821
1991,160,85,0.5313
1991,18849,3000,0.1592
1991,7,1,0.1429
1991,11000,5549,0.5045
1991,80,63,0.7875
1991,23945,30000,1.2529
1991,25970,12291,0.4733
1991,458,236,0.5153
1991,31430,22510,0.7162
1991,2529,605,0.2393
1991,13440,3829,0.2849
1991,1900,2300,1.2105
1991,2626800,705900,0.2687
1991,37795,16086,0.4256
1991,22675,13050,0.5755
1991,33,50,1.5152
1991,376,105,0.2793
1991,23000,9000,0.3913
1991,72104,37000,0.5131
1991,1977,1200,0.607
1991,4000,2500,0.625
1991,802897,167900,0.2091
1991,35420,12947,0.3655
1991,115000,46000,0.4
1991,69500,28700,0.4129
1991,405,204,0.5036
1991,82,90,1.1008
1991,57717,29767,0.5157
1991,1390,1252,0.9007
1991,4700,2700,0.5745
1991,85000,35000,0.4118
1991,9510,5400,0.5678
1991,22000,9800,0.4455
1991,61600,31955,0.5188
1991,6737,1769,0.2625
1991,94000,43000,0.4574
1991,130000,61000,0.4692
1991,98475,30000,0.3046
1991,106069,45072,0.4249
1991,46000,27000,0.587
1991,16794,8027,0.478
1992,36000,28000,0.7778
1992,6326,1657,0.2619
1992,82487,49463,0.5996
1992,10016,5544,0.5535
1992,20000,13000,0.65
1992,27498,9400,0.3418
1992,13000,6000,0.4615
1992,19355,2872,0.1484
1992,30966,24000,0.775
1992,54000,16325,0.3023
1992,746790,516275,0.6913
1992,746300,516000,0.6914
1992,490,275,0.5612
1992,5855,3785,0.6465
1992,597,292,0.4885
1992,170,90,0.5294
1992,18719,3000,0.1603
1992,8,3,0.375
1992,12000,6014,0.5012
1992,110,38,0.3455
1992,22814,28295,1.2402
1992,18200,11000,0.6044
1992,404,281,0.6955
1992,33180,23238,0.7004
1992,2537,605,0.2384
1992,13000,3800,0.2923
1992,1500,1900,1.2667
1992,2129000,760000,0.357
1992,43431,24546,0.5652
1992,22900,14000,0.6114
1992,35,50,1.4286
1992,601,232,0.386
1992,25000,10000,0.4
1992,42981,22776,0.5299
1992,2100,1299,0.6187
1992,3500,2000,0.5714
1992,991885,233400,0.2353
1992,17500,10350,0.5914
1992,122100,49000,0.4013
1992,82159,33995,0.4138
1992,405,206,0.5097
1992,69,82,1.1965
1992,46331,29075,0.6275
1992,2700,2270,0.8407
1992,4500,2700,0.6
1992,40000,15000,0.375
1992,12050,4700,0.39
1992,25300,10985,0.4342
1992,59360,31545,0.5314
1992,6483,1713,0.2643
1992,82772,34000,0.4108
1992,143000,72000,0.5035
1992,82000,28000,0.3415
1992,39588,20586,0.52
1992,43000,25000,0.5814
1992,18683,10762,0.576
1993,36000,24000,0.6667
1993,6613,1754,0.2653
1993,65900,58000,0.8801
1993,10500,6200,0.5905
1993,21000,13000,0.619
1993,26522,8253,0.3112
1993,10203,4773,0.4678
1993,21000,3000,0.1429
1993,31600,24500,0.7753
1993,45040,11755,0.261
1993,754157,563275,0.7469
1993,753600,563000,0.7471
1993,557,275,0.4937
1993,15389,9772,0.635
1993,589,290,0.4927
1993,180,100,0.5556
1993,18590,3000,0.1614
1993,10,3,0.3
1993,13000,6518,0.5014
1993,220,75,0.3409
1993,24000,31000,1.2917
1993,16940,11500,0.6789
1993,348,230,0.66
1993,33600,23731,0.7063
1993,2546,605,0.2376
1993,12900,3600,0.2791
1993,1357,1900,1.4001
1993,2217000,564000,0.2544
1993,42368,19600,0.4626
1993,23000,14000,0.6087
1993,29,50,1.696
1993,175,301,1.719
1993,28000,12000,0.4286
1993,35471,22638,0.6382
1993,2200,1387,0.6306
1993,4000,2500,0.625
1993,946156,219800,0.2323
1993,27370,14720,0.5378
1993,129400,52000,0.4019
1993,73125,32254,0.4411
1993,410,220,0.5366
1993,64,87,1.3609
1993,46369,16272,0.3509
1993,2603,2154,0.8275
1993,4295,2565,0.5972
1993,70000,22000,0.3143
1993,9360,4900,0.5235
1993,27500,13000,0.4727
1993,60320,32800,0.5438
1993,6234,1658,0.266
1993,79957,30000,0.3752
1993,150000,75000,0.5
1993,83000,29000,0.3494
1993,28724,14362,0.5
1993,47000,27000,0.5745
1993,19495,11344,0.5819
1994,36000,26000,0.7222
1994,7202,1900,0.2638
1994,79758,48440,0.6073
1994,10915,6692,0.6131
1994,22000,13000,0.5909
1994,6285,1676,0.2667
1994,9000,4000,0.4444
1994,20376,2464,0.1209
1994,39000,27000,0.6923
1994,53912,13088,0.2428
1994,690516,548275,0.794
1994,690000,548000,0.7942
1994,516,275,0.5329
1994,14099,8768,0.6219
1994,560,280,0.5
1994,190,110,0.5789
1994,17965,2919,0.1625
1994,5,2,0.4
1994,14000,7084,0.506
1994,190,3,0.0158
1994,24624,27703,1.125
1994,13720,9265,0.6753
1994,298,184,0.6182
1994,35000,27216,0.7776
1994,2555,605,0.2368
1994,13000,3800,0.2923
1994,1800,1500,0.8333
1994,1971000,590000,0.2993
1994,19881,8821,0.4437
1994,23000,14000,0.6087
1994,28,50,1.774
1994,68,102,1.5
1994,29000,13000,0.4483
1994,18897,8862,0.469
1994,2131,1369,0.6425
1994,3500,2000,0.5714
1994,1131907,299300,0.2644
1994,27370,17268,0.6309
1994,126700,56000,0.442
1994,80150,36263,0.4524
1994,403,209,0.518
1994,100,140,1.4
1994,40834,27936,0.6841
1994,2328,1810,0.7775
1994,4300,2600,0.6047
1994,72400,21720,0.3
1994,8959,4577,0.5109
1994,14108,5571,0.3949
1994,59360,31800,0.5357
1994,5891,1563,0.2653
1994,84706,34000,0.4014
1994,158000,70000,0.443
1994,82000,30000,0.3659
1994,21697,9282,0.4278
1994,49000,28000,0.5714
1994,20409,12118,0.5938
1995,36000,24000,0.6667
1995,6500,1700,0.2615
1995,80086,49595,0.6193
1995,14155,8911,0.6295
1995,22000,13000,0.5909
1995,11886,7762,0.653
1995,8300,3800,0.4578
1995,19196,2312,0.1205
1995,33000,28600,0.8667
1995,45440,10443,0.2298
1995,642666,583343,0.9077
1995,642000,583000,0.9081
1995,666,343,0.515
1995,11887,6944,0.5842
1995,580,290,0.5
1995,200,120,0.6
1995,17650,2888,0.1636
1995,5,2,0.4
1995,9500,4750,0.5
1995,12,52,4.3333
1995,30161,32300,1.0709
1995,13860,9249,0.6673
1995,235,148,0.6298
1995,42000,33561,0.7991
1995,2564,605,0.2359
1995,13347,3800,0.2847
1995,1800,1500,0.8333
1995,1826000,531000,0.2908
1995,34951,20024,0.5729
1995,23000,14000,0.6087
1995,27,50,1.8527
1995,100,123,1.23
1995,28000,12000,0.4286
1995,36682,21081,0.5747
1995,2118,1386,0.6547
1995,4000,2500,0.625
1995,904069,298800,0.3305
1995,36960,19223,0.5201
1995,133000,60000,0.4511
1995,89516,39460,0.4408
1995,400,208,0.5197
1995,150,200,1.3333
1995,52263,31859,0.6096
1995,2605,2025,0.7774
1995,4100,2400,0.5854
1995,73000,25000,0.3425
1995,9000,4500,0.5
1995,18000,8300,0.4611
1995,60960,33500,0.5495
1995,5802,1537,0.2649
1995,72914,30000,0.4114
1995,166000,71000,0.4277
1995,84000,31000,0.369
1995,29952,17249,0.5759
1995,52000,29000,0.5577
1995,23104,14037,0.6076
1996,36000,22000,0.6111
1996,6682,1800,0.2694
1996,84200,48745,0.5789
1996,12783,7729,0.6046
1996,22000,13000,0.5909
1996,24241,13251,0.5466
1996,11700,5500,0.4701
1996,18105,2243,0.1239
1996,37000,30600,0.827
1996,43529,12812,0.2943
1996,594223,575334,0.9682
1996,593600,574997,0.9687
1996,623,337,0.5409
1996,11095,7527,0.6784
1996,600,300,0.5
1996,220,129,0.5855
1996,17302,2850,0.1647
1996,3,1,0.3333
1996,8918,4576,0.5131
1996,100,50,0.5
1996,31538,36807,1.1671
1996,13265,10460,0.7885
1996,186,111,0.5937
1996,50260,35562,0.7076
1996,2574,605,0.2351
1996,13509,3875,0.2868
1996,1100,900,0.8182
1996,1992000,640500,0.3215
1996,42578,23022,0.5407
1996,23000,14000,0.6087
1996,20,50,2.5
1996,134,207,1.5448
1996,27000,11000,0.4074
1996,80322,47397,0.5901
1996,2051,1377,0.6714
1996,5000,3000,0.6
1996,1015357,338700,0.3336
1996,27650,14770,0.5342
1996,139000,64000,0.4604
1996,99464,44927,0.4517
1996,398,207,0.5203
1996,250,300,1.2
1996,42373,29370,0.6931
1996,2647,2064,0.7798
1996,4248,2529,0.5953
1996,70000,23000,0.3286
1996,7567,3817,0.5044
1996,11354,8445,0.7438
1996,61760,34300,0.5554
1996,5204,1400,0.269
1996,73436,30000,0.4085
1996,172000,73000,0.4244
1996,86000,33000,0.3837
1996,41348,26149,0.6324
1996,50000,30000,0.6
1996,25914,15053,0.5809
1997,35000,22000,0.6286
1997,6800,1900,0.2794
1997,79725,48925,0.6137
1997,15861,9153,0.5771
1997,22000,13000,0.5909
1997,24035,7523,0.313
1997,15900,6500,0.4088
1997,15356,1571,0.1023
1997,40000,32000,0.8
1997,74628,26109,0.3499
1997,566756,566425,0.9994
1997,566000,566000,1
1997,756,425,0.5622
1997,10502,6947,0.6615
1997,590,290,0.4915
1997,234,138,0.59
1997,16931,2808,0.1658
1997,3,1,0.3333
1997,9060,4720,0.521
1997,150,81,0.54
1997,27337,32987,1.2067
1997,15190,10281,0.6768
1997,186,108,0.5824
1997,49000,32205,0.6572
1997,2583,605,0.2342
1997,13429,3804,0.2833
1997,1100,900,0.8182
1997,1660000,568100,0.3422
1997,35385,21768,0.6152
1997,23000,14000,0.6087
1997,20,50,2.5
1997,99,46,0.4646
1997,28000,12000,0.4286
1997,43028,21466,0.4989
1997,2102,1434,0.6821
1997,5000,3000,0.6
1997,723983,258700,0.3573
1997,38500,10100,0.2623
1997,140000,66000,0.4714
1997,96115,42467,0.4418
1997,397,206,0.5191
1997,349,509,1.4585
1997,48823,33393,0.684
1997,2351,2184,0.929
1997,4500,2800,0.6222
1997,70000,24000,0.3429
1997,11751,6635,0.5646
1997,17143,6024,0.3514
1997,60960,35000,0.5741
1997,5500,1500,0.2727
1997,67995,28000,0.4118
1997,172000,73000,0.4244
1997,85000,33000,0.3882
1997,44549,28054,0.6297
1997,37000,16000,0.4324
1997,29493,16434,0.5572
1998,35000,22000,0.6286
1998,7000,2000,0.2857
1998,79654,49030,0.6155
1998,14460,9554,0.6607
1998,22000,13000,0.5909
